,PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,ELHTBTU8 ,ELCLBTU8 ,ELVNBTU8 ,ELWTBTU8 ,ELLTBTU8 ,ELCKBTU8 ,ELRFBTU8 ,ELOFBTU8 ,ELPCBTU8 ,ELMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
0,1,3,5,14000,4,8,5,1,1,2,2.0,2,2,734.43,23,2,0.0,15549.0,8458.0,6724.0,133747.0,0.0,12634.0,7914.0,3266.0,13223.0
1,3,3,5,190000,7,4,2,1,2,1,2.0,2,2,80.65,23,1,2241929.0,2332453.0,1077319.0,354974.0,7092965.0,0.0,301380.0,669302.0,3099250.0,1817400.0
2,5,4,9,25000,4,5,12,1,1,2,2.0,2,2,950.84,62,2,326.0,6443.0,11670.0,0.0,14199.0,0.0,0.0,0.0,0.0,48666.0
3,6,3,6,55000,6,4,2,1,2,2,2.0,1,2,274.46,29,2,0.0,333340.0,386764.0,18032.0,935010.0,0.0,133579.0,463295.0,125277.0,420019.0
4,8,1,2,19000,4,4,14,1,2,1,2.0,2,2,446.21,7,1,0.0,42863.0,116447.0,0.0,173002.0,9685.0,23984.0,2696.0,46900.0,28517.0
5,9,4,8,110000,7,5,14,1,2,2,2.0,1,2,22.68,107,2,0.0,0.0,4641961.0,0.0,2609946.0,0.0,330402.0,21415.0,674165.0,873133.0
6,10,3,5,600000,9,1,16,1,1,1,2.0,1,2,18.98,25,2,0.0,7075144.0,9243281.0,0.0,17432232.0,191839.0,241523.0,31210.0,225041.0,4162970.0
7,11,2,3,6300,3,4,18,1,1,2,2.0,2,2,352.05,13,1,0.0,25301.0,8175.0,0.0,114291.0,0.0,24910.0,77.0,0.0,37480.0
8,12,3,5,18000,4,6,2,1,2,2,2.0,2,2,808.04,21,2,129342.0,108139.0,35781.0,23170.0,358565.0,0.0,0.0,127042.0,166949.0,188327.0
9,13,2,4,4800,2,5,15,1,1,2,2.0,2,2,1528.98,17,1,0.0,35281.0,54043.0,99469.0,144210.0,76988.0,226033.0,8158.0,12133.0,49850.0
10,14,1,2,65000,6,5,2,1,1,2,2.0,2,2,221.72,8,1,0.0,342978.0,342123.0,83211.0,767767.0,0.0,130929.0,187399.0,190889.0,450176.0
11,15,4,8,14250,4,4,18,1,1,2,2.0,2,2,446.21,39,1,0.0,0.0,10670.0,0.0,60091.0,5901.0,10236.0,0.0,12622.0,27867.0
12,16,2,3,20000,4,5,23,1,1,2,,2,2,864.37,12,1,0.0,93474.0,151568.0,0.0,732201.0,0.0,119258.0,19845.0,28257.0,205837.0
13,17,1,1,164000,7,5,14,1,2,1,1.0,2,2,137.78,3,1,309119.0,261471.0,1314978.0,182156.0,2112876.0,57419.0,123548.0,63043.0,286726.0,169066.0
14,18,4,8,2050,2,2,23,1,1,2,,2,2,742.06,37,2,0.0,9077.0,8453.0,13221.0,77176.0,0.0,12570.0,2092.0,2978.0,21623.0
15,19,2,3,106000,7,7,5,1,1,2,2.0,2,2,38.21,12,1,1021054.0,881919.0,159056.0,175354.0,2186414.0,0.0,188276.0,84008.0,270259.0,514458.0
16,20,1,2,148000,7,3,14,1,1,2,2.0,2,2,137.73,7,1,0.0,71250.0,727770.0,161937.0,2102840.0,0.0,86110.0,24840.0,270027.0,113935.0
17,21,2,3,12500,4,6,12,1,2,2,2.0,2,2,2724.37,13,2,57701.0,9698.0,3718.0,71.0,15471.0,0.0,0.0,3378.0,830.0,62025.0
18,22,3,5,3350,2,8,26,1,2,2,1.0,2,2,2546.83,21,1,12084.0,8347.0,8142.0,149.0,20397.0,0.0,0.0,0.0,779.0,37435.0
19,23,2,3,15250,4,8,23,1,1,2,,2,2,192.92,13,1,428637.0,59366.0,84740.0,70935.0,414072.0,0.0,67442.0,11222.0,15980.0,117017.0
20,24,2,4,12750,4,3,2,1,1,2,2.0,2,2,402.35,19,2,0.0,95098.0,35749.0,0.0,186383.0,0.0,49819.0,20634.0,54685.0,67200.0
21,25,3,5,17500,4,6,12,1,1,2,2.0,2,2,734.43,23,2,15613.0,85872.0,28110.0,3684.0,32158.0,11240.0,66734.0,4736.0,2187.0,135257.0
22,26,4,9,106000,7,7,25,1,1,2,2.0,2,2,97.97,40,1,0.0,1061191.0,781704.0,16396.0,2941209.0,46078.0,281754.0,26241.0,23949.0,673448.0
23,27,3,5,74000,6,6,14,1,1,2,2.0,2,2,223.94,56,1,167572.0,756872.0,1130666.0,176227.0,883765.0,0.0,419189.0,19165.0,273438.0,182953.0
24,28,3,7,1550,2,7,14,1,2,2,2.0,2,2,1702.02,34,1,2517.0,26093.0,0.0,0.0,5366.0,0.0,0.0,0.0,4064.0,1465.0
25,29,3,7,13500,4,7,13,1,1,2,2.0,2,2,808.04,32,1,4748.0,2711.0,16152.0,0.0,43488.0,0.0,2856.0,0.0,0.0,17860.0
26,30,1,2,37000,5,2,5,1,1,2,2.0,2,2,813.44,51,2,0.0,5737.0,29135.0,1402.0,118913.0,0.0,9880.0,1898.0,1430.0,54657.0
27,31,3,5,310000,8,6,18,1,1,2,2.0,2,2,124.18,24,1,671749.0,1664031.0,366360.0,0.0,18677196.0,467526.0,290746.0,96655.0,158359.0,2359766.0
28,34,4,8,12000,4,3,5,1,1,2,2.0,2,2,80.53,37,1,0.0,0.0,22690.0,0.0,141807.0,0.0,20452.0,8388.0,8182.0,36694.0
29,35,3,6,8000,3,6,12,1,1,2,2.0,2,2,2314.83,30,1,1664.0,16381.0,1982.0,0.0,43101.0,0.0,11346.0,2139.0,1157.0,42050.0
30,36,1,2,15000,4,3,2,1,1,2,2.0,2,2,869.22,6,1,0.0,49507.0,41507.0,0.0,244744.0,0.0,82600.0,36421.0,32425.0,65540.0
31,37,3,7,1500000,10,5,24,1,1,1,,2,2,70.96,57,1,0.0,31308173.0,9862572.0,10474608.0,31018329.0,562892.0,4979427.0,828577.0,1179821.0,11175208.0
32,39,4,9,600000,9,6,18,1,1,1,2.0,2,2,135.43,47,1,0.0,1285872.0,762482.0,0.0,9241218.0,0.0,281221.0,77835.0,811671.0,5679408.0
33,40,4,9,260000,8,2,2,1,2,2,2.0,1,2,82.18,55,2,0.0,64167.0,455557.0,0.0,2886931.0,0.0,20646.0,35490.0,314464.0,567888.0
34,41,1,2,4000,2,2,2,1,1,2,2.0,2,2,2463.5,7,1,802.0,2260.0,937.0,627.0,23000.0,0.0,0.0,24.0,758.0,3883.0
35,42,3,5,28000,5,7,12,1,2,2,2.0,2,2,392.2,26,1,0.0,127543.0,52318.0,14240.0,200961.0,0.0,0.0,3090.0,1842.0,128211.0
36,43,2,3,3750,2,1,1,1,1,2,2.0,2,2,508.07,14,1,0.0,1367.0,260.0,2.0,14979.0,464.0,51424.0,165.0,613.0,11167.0
37,44,4,9,5000,2,4,5,1,2,2,2.0,2,2,1567.79,59,2,161.0,4165.0,6249.0,5521.0,54364.0,0.0,12350.0,4972.0,25935.0,9233.0
38,45,3,5,2400,2,3,14,1,1,2,2.0,2,2,1769.43,25,2,0.0,97429.0,24725.0,0.0,62607.0,3331.0,32655.0,0.0,6115.0,9809.0
39,47,3,5,100001,7,7,2,1,2,2,1.0,2,2,222.04,24,2,581813.0,973625.0,392971.0,115709.0,1653413.0,0.0,86698.0,5263912.0,1693891.0,687917.0
40,48,4,8,250000,8,6,8,1,1,1,2.0,1,2,14.75,37,1,0.0,529859.0,1778562.0,0.0,8531033.0,88309.0,510314.0,229914.0,550194.0,2463336.0
41,49,2,4,3250,2,7,2,1,1,2,2.0,2,2,661.9,17,2,11321.0,9584.0,7234.0,1490.0,46402.0,0.0,17442.0,20168.0,8861.0,17991.0
42,50,1,2,1000000,9,5,2,1,1,2,2.0,1,1,3.19,90,2,3166381.0,0.0,13126428.0,5490937.0,37324861.0,0.0,1402089.0,18738722.0,39829865.0,8396204.0
43,52,3,5,41000,5,8,12,1,2,2,2.0,2,2,406.52,26,1,4851.0,244354.0,22850.0,2820.0,38778.0,0.0,6517.0,3374.0,5035.0,123783.0
44,53,2,4,4100,2,7,13,1,2,2,1.0,2,2,2447.55,19,1,0.0,5253.0,4471.0,90.0,4541.0,0.0,13526.0,0.0,146.0,5138.0
45,54,2,3,180000,7,7,18,1,1,2,2.0,2,2,116.76,13,2,1429850.0,455586.0,107733.0,0.0,6223272.0,0.0,84944.0,30066.0,19238.0,973771.0
46,55,2,3,15000,4,4,25,1,1,2,2.0,2,2,864.37,16,2,0.0,53017.0,58812.0,0.0,435253.0,0.0,28985.0,1514.0,0.0,98036.0
47,56,2,4,35500,5,5,14,1,1,2,2.0,1,2,720.92,17,2,0.0,77433.0,414368.0,0.0,304660.0,0.0,58621.0,101055.0,138204.0,132279.0
48,57,3,5,8000,3,6,23,1,1,2,,2,2,343.4,25,2,109711.0,77074.0,28287.0,46910.0,273829.0,10084.0,44600.0,7421.0,10568.0,80945.0
49,59,3,5,29000,5,7,14,1,2,2,2.0,2,2,460.92,26,1,0.0,458874.0,153246.0,83513.0,61976.0,0.0,6608.0,1373.0,1250.0,23986.0
50,60,4,8,172000,7,4,25,1,1,2,2.0,2,2,83.77,38,1,0.0,1021562.0,3679894.0,0.0,7791454.0,0.0,200734.0,151625.0,325593.0,2038213.0
51,61,2,3,1600,2,7,15,1,1,2,2.0,2,2,1701.91,12,1,0.0,31956.0,57590.0,0.0,130668.0,0.0,253545.0,25022.0,54803.0,46598.0
52,62,1,2,450000,8,2,16,1,1,2,2.0,2,2,5.83,9,2,0.0,3251866.0,6118861.0,0.0,2769173.0,126993.0,58624.0,64503.0,89818.0,2602598.0
53,63,2,3,4000,2,8,8,1,1,2,2.0,2,2,2724.37,11,2,0.0,4851.0,4412.0,597.0,45196.0,0.0,8186.0,6773.0,2471.0,31605.0
54,65,3,5,12000,4,4,14,1,2,2,2.0,2,2,1769.43,25,1,29904.0,174333.0,51360.0,77388.0,144189.0,0.0,18037.0,0.0,16221.0,27090.0
55,66,2,4,102000,7,4,14,1,1,1,2.0,2,2,132.13,17,1,0.0,296017.0,1262464.0,0.0,1041427.0,50774.0,163946.0,32210.0,176054.0,177376.0
56,67,3,7,1550,2,6,14,1,2,2,2.0,2,2,1945.16,36,2,2194.0,26754.0,1573.0,0.0,41247.0,0.0,0.0,1776.0,2869.0,2265.0
57,68,2,4,28000,5,8,26,1,1,2,2.0,2,2,864.37,20,2,0.0,345493.0,228982.0,0.0,734884.0,0.0,89228.0,12055.0,64740.0,289359.0
58,69,1,2,400000,8,2,2,1,2,1,2.0,2,2,46.81,82,1,0.0,3300159.0,2521329.0,0.0,9131743.0,0.0,435548.0,223028.0,1835611.0,2303923.0
59,71,3,6,23500,4,4,25,1,1,2,2.0,2,2,297.78,31,2,0.0,80438.0,137335.0,0.0,320610.0,0.0,52261.0,26261.0,18242.0,92311.0
60,72,2,3,77000,6,3,14,1,1,2,2.0,2,2,188.03,13,1,0.0,431283.0,658552.0,0.0,648681.0,41827.0,242801.0,35888.0,128965.0,123156.0
61,73,4,8,7200,3,7,2,1,1,2,2.0,2,2,781.6,37,1,0.0,9907.0,6404.0,0.0,108239.0,0.0,8363.0,1097.0,832.0,19111.0
62,74,3,5,2200,2,5,15,1,2,2,2.0,2,2,1446.07,25,1,12326.0,69241.0,11426.0,78342.0,41072.0,88932.0,56967.0,846.0,0.0,28792.0
63,75,1,1,900000,9,8,2,1,1,1,2.0,1,2,46.81,79,1,1587883.0,3616314.0,5810344.0,899604.0,25080374.0,264079.0,2978747.0,1106970.0,7173627.0,8218909.0
64,76,2,3,116000,7,6,2,1,1,2,2.0,2,2,77.89,16,1,1371490.0,633625.0,410130.0,39581.0,3207579.0,0.0,122175.0,182714.0,292028.0,749676.0
65,77,4,8,20000,4,4,18,1,1,2,2.0,2,2,781.6,38,1,0.0,48219.0,22437.0,0.0,93101.0,0.0,10250.0,0.0,0.0,48958.0
66,78,3,6,91000,6,5,18,1,1,2,2.0,2,2,313.39,30,2,145016.0,236355.0,47674.0,0.0,1425792.0,33677.0,29270.0,3302.0,8029.0,159030.0
67,79,3,5,310000,8,6,2,1,1,1,2.0,2,2,70.71,28,1,71331.0,0.0,2409844.0,335329.0,8489391.0,85629.0,752968.0,552677.0,1840648.0,2554604.0
68,81,2,3,67000,6,4,17,1,1,1,2.0,2,2,214.9,14,2,158541.0,187098.0,1467903.0,0.0,1755790.0,0.0,77284.0,18652.0,13073.0,571071.0
69,82,1,2,16000,4,6,2,1,1,2,2.0,2,2,406.42,9,1,0.0,14187.0,12241.0,0.0,81246.0,0.0,9739.0,8021.0,34847.0,24728.0
70,84,1,1,66000,6,4,23,1,1,2,,2,2,406.42,2,2,0.0,241572.0,408646.0,239451.0,1397755.0,0.0,0.0,37883.0,53942.0,398884.0
71,85,3,5,13500,4,6,14,1,2,2,2.0,2,2,734.43,22,1,69612.0,73637.0,54132.0,29509.0,68392.0,3859.0,13450.0,1862.0,7387.0,11363.0
72,86,2,4,8800,3,5,5,1,1,2,2.0,2,2,864.37,20,1,0.0,3727.0,2793.0,0.0,53926.0,0.0,0.0,1436.0,1026.0,10245.0
73,87,3,6,68000,6,8,11,1,1,2,2.0,2,2,377.81,29,2,234406.0,75596.0,57340.0,0.0,2200041.0,3606.0,6593058.0,18560.0,52468.0,288499.0
74,89,4,8,430000,8,8,16,1,1,1,2.0,2,2,14.75,37,1,0.0,4951551.0,10731774.0,0.0,27976575.0,0.0,1231939.0,663644.0,1807478.0,7631178.0
75,90,1,2,18000,4,7,5,1,1,2,2.0,2,2,140.65,4,2,0.0,6025.0,12701.0,688.0,179776.0,0.0,11498.0,2593.0,6072.0,30943.0
76,91,4,9,54000,6,4,14,1,1,2,2.0,2,2,243.77,55,1,99175.0,191916.0,290134.0,0.0,1370873.0,0.0,0.0,30603.0,437191.0,126602.0
77,92,3,5,1050,2,4,2,1,2,1,2.0,2,2,2605.72,21,1,1591.0,4944.0,747.0,163.0,28677.0,0.0,6688.0,6.0,666.0,2229.0
78,93,3,5,6000,3,5,26,1,2,1,2.0,2,2,2314.83,25,1,1088.0,1925.0,4196.0,294.0,40440.0,0.0,6663.0,11.0,240.0,18519.0
79,94,2,3,104000,7,4,2,1,1,1,2.0,2,2,86.27,16,1,530669.0,1251135.0,1612255.0,0.0,4732137.0,79186.0,787276.0,854956.0,3497649.0,2171018.0
80,95,2,4,275000,8,7,16,1,1,1,2.0,2,2,12.29,19,2,0.0,5204153.0,6915842.0,0.0,13580982.0,398706.0,1177338.0,298884.0,810755.0,4116390.0
81,96,1,1,36000,5,1,1,1,1,1,2.0,2,2,411.91,3,2,0.0,7955.0,59801.0,649.0,74522.0,0.0,13433.0,62.0,1245.0,112019.0
82,98,2,3,1650,2,4,2,1,1,2,2.0,2,2,1701.91,15,2,0.0,3109.0,1452.0,428.0,8719.0,0.0,12310.0,16.0,831.0,6446.0
83,99,4,8,136000,7,7,23,1,1,2,,2,2,87.5,46,2,700270.0,3472581.0,1228978.0,0.0,3809573.0,70142.0,620488.0,103249.0,147018.0,1352171.0
84,100,3,6,3350,2,5,15,1,2,2,1.0,2,2,1591.0,29,1,0.0,3920.0,4894.0,5215.0,5110.0,0.0,31854.0,42.0,0.0,6129.0
85,101,1,2,1500,2,2,6,1,1,2,2.0,2,2,1711.45,6,2,49768.0,14443.0,4740.0,0.0,50017.0,18712.0,442963.0,11955.0,3487.0,17246.0
86,102,2,3,1200,2,7,15,1,2,2,2.0,2,2,1337.85,13,1,0.0,0.0,,363.0,439.0,2459.0,11551.0,5.0,0.0,796.0
87,103,2,4,4000,2,1,26,1,2,2,1.0,2,2,776.54,19,1,8408.0,3193.0,4874.0,1012.0,37772.0,0.0,40737.0,4853.0,14110.0,37744.0
88,105,1,2,1600,2,7,6,1,2,2,1.0,2,2,1390.68,4,1,0.0,2370.0,0.0,0.0,49110.0,0.0,272723.0,4372.0,1929.0,6472.0
89,106,2,4,5000,2,6,2,1,1,2,2.0,2,2,2724.37,18,2,0.0,27450.0,6345.0,3419.0,51011.0,0.0,0.0,281.0,32038.0,30882.0
90,107,2,4,4000,2,6,12,1,2,2,1.0,2,2,2724.37,19,1,5723.0,14307.0,2590.0,303.0,14470.0,0.0,0.0,418.0,235.0,31756.0
91,108,3,7,65000,6,6,2,1,1,2,2.0,2,2,70.76,36,1,0.0,371002.0,204636.0,18475.0,426357.0,0.0,156627.0,37047.0,296115.0,269266.0
92,109,3,6,2000,2,8,12,1,2,2,1.0,2,2,734.43,31,2,0.0,3292.0,394.0,259.0,2547.0,0.0,11725.0,116.0,0.0,5432.0
93,111,3,6,53000,6,8,26,1,2,2,1.0,2,2,297.78,31,2,0.0,603290.0,622485.0,0.0,2277622.0,0.0,116282.0,35588.0,63320.0,627840.0
94,112,2,3,21000,4,5,13,1,1,2,2.0,2,2,776.54,13,2,513721.0,86426.0,575075.0,0.0,139092.0,0.0,33551.0,19234.0,13742.0,171345.0
95,113,1,2,20000,4,5,2,1,1,2,2.0,2,2,2739.65,10,2,0.0,72063.0,28813.0,615.0,61362.0,0.0,0.0,7546.0,4988.0,58204.0
96,116,3,5,15000,4,7,5,1,1,2,2.0,2,2,2546.83,21,1,0.0,11578.0,13287.0,2535.0,51992.0,0.0,31755.0,2568.0,6502.0,35608.0
97,117,4,8,280000,8,5,5,1,1,2,2.0,2,2,33.69,38,1,0.0,1438746.0,736361.0,0.0,3666102.0,0.0,164989.0,44581.0,111145.0,1190861.0
98,118,3,7,12500,4,6,12,1,2,2,2.0,2,2,2546.83,32,1,11158.0,12144.0,9932.0,721.0,14440.0,0.0,17415.0,0.0,152.0,50424.0
99,119,1,2,23000,4,5,25,1,2,2,2.0,2,2,2463.5,7,2,106396.0,41444.0,29085.0,5379.0,449291.0,0.0,16083.0,12956.0,4821.0,83411.0
100,121,3,5,6500,3,5,1,2,2,2,2.0,2,2,734.43,25,1,,,,,,,,,,
101,123,3,7,27500,5,7,26,1,2,2,2.0,2,2,377.5,34,2,11446.0,122922.0,0.0,2396.0,127747.0,0.0,0.0,262.0,4609.0,327395.0
102,126,2,4,110000,7,5,5,1,1,2,2.0,2,2,361.04,17,2,0.0,22639.0,252690.0,23243.0,1228670.0,0.0,52406.0,34117.0,52946.0,215474.0
103,131,3,5,36000,5,7,2,1,1,2,2.0,2,2,734.43,23,2,51974.0,303550.0,297354.0,0.0,796774.0,0.0,102733.0,40432.0,88980.0,195634.0
104,132,4,9,6100,3,4,26,1,1,2,2.0,2,2,944.4,41,2,8380.0,44224.0,17085.0,0.0,112460.0,0.0,23825.0,26545.0,11539.0,33665.0
105,133,1,1,42000,5,7,2,1,2,1,2.0,2,2,82.18,1,1,0.0,0.0,128185.0,0.0,441470.0,0.0,0.0,3558.0,8002.0,97265.0
106,134,4,9,10750,4,3,14,1,1,2,2.0,2,2,446.21,43,2,0.0,67309.0,71651.0,0.0,102071.0,0.0,98102.0,21619.0,42701.0,18856.0
107,135,3,7,6000,3,6,91,1,2,2,2.0,2,2,818.54,34,2,0.0,1243.0,,0.0,1704.0,0.0,4748.0,0.0,0.0,6598.0
108,136,3,7,158000,7,8,2,1,2,1,2.0,2,2,74.65,57,1,1017137.0,5273345.0,2177246.0,372928.0,6541941.0,104380.0,558885.0,638856.0,1009402.0,1557007.0
109,137,2,3,28500,5,7,12,1,1,2,2.0,2,2,876.06,13,2,27092.0,27451.0,81936.0,0.0,67373.0,13465.0,61358.0,2190.0,7157.0,162025.0
110,138,3,7,5000,2,1,18,1,1,2,2.0,2,2,419.28,32,2,12349.0,12758.0,1598.0,0.0,75651.0,0.0,0.0,0.0,1264.0,10985.0
111,139,3,5,136000,7,7,14,1,1,1,2.0,2,2,144.29,22,2,0.0,2441292.0,3299853.0,0.0,3133200.0,138642.0,71947.0,105354.0,752871.0,638122.0
112,140,1,2,94000,6,4,14,1,1,2,2.0,2,2,132.45,8,2,112066.0,175141.0,293545.0,0.0,491901.0,14242.0,106929.0,13747.0,138188.0,83869.0
113,141,3,5,2250,2,8,5,1,2,2,2.0,2,2,745.49,28,2,0.0,0.0,,0.0,9420.0,0.0,0.0,0.0,0.0,12051.0
114,142,2,3,17000,4,1,12,1,1,2,2.0,2,2,404.15,14,1,0.0,21323.0,28419.0,0.0,327421.0,0.0,10145.0,0.0,0.0,79895.0
115,143,1,2,200001,8,5,14,1,1,1,2.0,2,1,39.92,5,2,0.0,366509.0,1977261.0,0.0,1819578.0,80581.0,47392.0,9058.0,29069.0,271782.0
116,144,4,9,61000,6,3,16,1,1,1,2.0,2,2,140.65,43,1,0.0,818068.0,1762841.0,675835.0,2757469.0,0.0,249189.0,49206.0,359110.0,735209.0
117,145,3,6,16000,4,6,4,1,1,2,2.0,2,2,1446.07,30,1,0.0,725571.0,200484.0,17579.0,2197277.0,0.0,860058.0,77666.0,231547.0,910724.0
118,146,3,5,9000,3,4,15,1,1,2,2.0,2,2,528.24,27,2,0.0,133613.0,54886.0,133858.0,154220.0,81588.0,153305.0,543.0,2565.0,52829.0
119,147,3,5,148000,7,5,23,1,1,2,,2,2,77.4,21,2,1830697.0,772680.0,878021.0,1040938.0,3038155.0,111877.0,494842.0,82342.0,117247.0,890329.0
120,149,3,5,108000,7,2,1,1,2,2,2.0,2,2,678.14,23,2,0.0,0.0,,0.0,24782.0,0.0,0.0,0.0,0.0,97712.0
121,150,3,7,10000,3,6,91,1,1,2,2.0,2,2,807.37,36,2,0.0,9698.0,2114.0,0.0,17624.0,0.0,3923.0,0.0,0.0,34437.0
122,151,4,8,180000,7,5,23,1,1,2,,2,2,72.41,39,1,2703850.0,1058594.0,1381380.0,0.0,4724953.0,0.0,769581.0,128058.0,182344.0,1371171.0
123,152,3,5,13500,4,7,5,1,2,2,2.0,2,2,807.37,26,1,5860.0,181277.0,5959.0,6764.0,221009.0,0.0,20067.0,6706.0,17045.0,40503.0
124,153,3,5,11250,4,6,12,1,1,2,2.0,2,2,807.37,26,2,4738.0,85925.0,3988.0,658.0,42123.0,0.0,82730.0,0.0,0.0,86235.0
125,154,4,8,6700,3,8,23,1,2,2,,2,2,3391.93,37,1,120288.0,15754.0,12819.0,40100.0,117039.0,0.0,0.0,3172.0,4517.0,32979.0
126,156,2,4,3500,2,5,12,1,1,2,2.0,2,2,2447.55,19,2,0.0,7538.0,5041.0,0.0,26050.0,0.0,0.0,0.0,2413.0,19865.0
127,157,2,3,1650,2,3,25,1,1,2,2.0,2,2,2724.37,14,1,0.0,2968.0,1822.0,0.0,12037.0,0.0,21873.0,178.0,0.0,4069.0
128,158,3,5,92000,6,7,14,1,1,1,2.0,2,2,133.87,21,1,0.0,523330.0,629579.0,0.0,700313.0,22909.0,234321.0,30926.0,231289.0,184190.0
129,159,3,5,9000,3,8,23,1,1,1,,2,2,102.54,22,1,106082.0,70586.0,23522.0,39007.0,227696.0,0.0,0.0,6171.0,8787.0,67920.0
130,160,3,7,65000,6,7,5,1,2,2,2.0,2,2,155.65,34,1,1666.0,29303.0,22867.0,0.0,486415.0,0.0,4414.0,3029.0,6813.0,42899.0
131,161,2,3,150000,7,4,11,1,1,2,2.0,2,2,80.08,60,2,0.0,26103.0,283644.0,8072.0,1995722.0,0.0,8506404.0,17453.0,17520.0,1904614.0
132,162,3,6,100000,6,5,14,1,1,2,2.0,2,2,246.38,29,1,133427.0,528585.0,672711.0,0.0,1623979.0,22658.0,117266.0,23139.0,132922.0,182272.0
133,163,2,4,9700,3,6,6,1,1,2,2.0,2,2,2724.37,18,2,0.0,74778.0,42631.0,0.0,369691.0,0.0,1008211.0,32900.0,52227.0,101536.0
134,164,3,7,116000,7,5,23,1,1,2,,2,2,96.19,33,2,1148034.0,2032880.0,1066584.0,1310194.0,3824023.0,0.0,622841.0,103641.0,147575.0,1220480.0
135,165,4,9,7900,3,5,25,1,1,2,2.0,2,2,950.84,40,1,0.0,20283.0,10900.0,0.0,78091.0,0.0,18572.0,1050.0,1797.0,33083.0
136,166,2,3,1600000,10,4,24,1,1,2,,2,2,25.66,85,1,0.0,11132268.0,9174864.0,10752246.0,31840496.0,0.0,5111411.0,850539.0,1211093.0,9493279.0
137,167,3,5,33000,5,5,25,1,2,2,2.0,2,2,528.95,25,1,70793.0,203129.0,157371.0,5211.0,1264624.0,0.0,0.0,9160.0,14541.0,126934.0
138,168,1,2,31000,5,5,23,1,1,1,,2,2,410.56,6,1,0.0,219027.0,294789.0,0.0,1020039.0,0.0,166140.0,27646.0,39365.0,295118.0
139,169,3,7,30500,5,4,18,1,1,2,2.0,2,2,364.2,57,2,63108.0,279234.0,90183.0,0.0,344250.0,0.0,33644.0,11686.0,2643.0,196055.0
140,171,3,5,6000,3,7,15,1,1,2,2.0,2,2,528.67,21,1,0.0,39169.0,31356.0,0.0,102062.0,0.0,111910.0,787.0,0.0,38564.0
141,172,3,7,21500,4,8,5,1,2,2,2.0,2,2,1164.83,34,1,8079.0,71325.0,55980.0,5912.0,92896.0,0.0,0.0,5824.0,6815.0,78763.0
142,173,2,3,116000,7,5,23,1,1,2,,2,2,105.79,13,2,0.0,966986.0,1483255.0,0.0,5073413.0,93412.0,826337.0,137502.0,195791.0,1456314.0
143,175,4,8,4800,2,2,25,1,1,2,2.0,2,2,2739.65,38,2,0.0,2951.0,3604.0,406.0,19651.0,0.0,13813.0,1270.0,0.0,7475.0
144,176,2,3,132000,7,5,8,1,1,1,2.0,2,2,126.28,14,2,0.0,1077349.0,609577.0,122791.0,8983128.0,0.0,1317852.0,623348.0,489071.0,3109249.0
145,177,4,9,10250,4,4,14,1,1,2,2.0,2,2,456.4,62,2,0.0,44564.0,46961.0,0.0,108866.0,0.0,0.0,3962.0,11184.0,11500.0
146,178,3,5,1300,2,6,15,1,2,2,1.0,2,2,1591.0,21,1,24060.0,23774.0,7817.0,41287.0,67844.0,0.0,64382.0,218.0,3774.0,19228.0
147,179,1,1,18000,4,5,5,1,2,2,1.0,2,2,2463.5,1,1,0.0,655.0,7381.0,1711.0,28935.0,0.0,8576.0,33.0,2187.0,11937.0
148,181,3,5,2900,2,7,2,1,2,2,2.0,2,2,2314.83,25,1,1841.0,9417.0,517.0,268.0,9145.0,0.0,5942.0,727.0,1844.0,5469.0
149,182,4,8,80000,6,6,8,1,2,2,2.0,2,2,80.53,38,2,899449.0,540302.0,319723.0,64829.0,1994132.0,0.0,578172.0,603799.0,646536.0,1144698.0
150,183,4,8,36000,5,3,14,1,1,2,2.0,2,2,360.63,38,1,0.0,198242.0,211931.0,0.0,444238.0,0.0,101849.0,12496.0,49888.0,57364.0
151,184,2,3,30000,5,5,5,1,1,2,2.0,2,2,872.07,12,2,41717.0,2930.0,0.0,6341.0,250304.0,0.0,0.0,2765.0,2330.0,80158.0
152,186,2,4,8600,3,2,5,1,2,2,2.0,2,2,776.54,17,2,0.0,0.0,,0.0,17152.0,0.0,0.0,0.0,0.0,9444.0
153,187,2,4,2500,2,3,1,1,2,2,2.0,2,2,3110.9,17,1,0.0,0.0,,0.0,761.0,0.0,0.0,0.0,0.0,2999.0
154,188,2,4,1600,2,8,26,1,2,2,2.0,2,2,3110.9,17,2,0.0,0.0,,0.0,1149.0,0.0,0.0,0.0,0.0,339.0
155,190,1,2,10250,4,1,15,1,1,2,2.0,2,2,165.84,10,1,0.0,35860.0,136957.0,0.0,118034.0,103230.0,283860.0,2023.0,12398.0,90771.0
156,191,3,5,225000,8,4,2,1,1,2,2.0,2,2,39.55,23,2,0.0,1069059.0,365199.0,0.0,2644202.0,0.0,74539.0,17187.0,29367.0,665364.0
157,192,3,6,66000,6,7,14,1,1,2,2.0,2,2,393.15,29,1,137436.0,523581.0,635991.0,93553.0,767824.0,18125.0,297192.0,33842.0,86903.0,155120.0
