,PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,ELHTBTU8 ,ELCLBTU8 ,ELVNBTU8 ,ELWTBTU8 ,ELLTBTU8 ,ELCKBTU8 ,ELRFBTU8 ,ELOFBTU8 ,ELPCBTU8 ,ELMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2330,2780,2,3,24000,4,6,12,1,1,2,2.0,2,2,780.38,15,2,0.0,25293.0,55516.0,0.0,64992.0,0.0,30156.0,12102.0,8317.0,167646.0
2331,2781,1,2,320000,8,3,2,1,1,1,2.0,2,2,28.44,10,2,0.0,4117070.0,7809879.0,0.0,20477374.0,0.0,541054.0,520673.0,3676103.0,9569420.0
2332,2782,2,4,9600,3,7,6,1,1,2,2.0,2,2,364.88,48,2,0.0,15058.0,7212.0,0.0,448393.0,0.0,127764.0,513.0,0.0,21224.0
2333,2783,2,4,4300,2,7,7,1,2,2,2.0,2,2,1697.96,19,1,25907.0,5874.0,0.0,29043.0,5730.0,0.0,23496.0,2313.0,770.0,11701.0
2334,2784,2,3,205000,8,6,2,1,2,1,2.0,2,2,2.27,16,2,5433504.0,1987145.0,2321404.0,481861.0,7949562.0,199127.0,1278268.0,1213218.0,3272393.0,3146208.0
2335,2785,3,5,9100,3,7,12,1,2,2,1.0,2,2,808.04,21,1,0.0,17960.0,4899.0,0.0,38620.0,0.0,7771.0,461.0,261.0,32763.0
2336,2786,3,5,116000,7,5,25,1,1,2,2.0,2,2,77.87,21,2,459569.0,1492106.0,1547265.0,108922.0,7161819.0,0.0,274934.0,37548.0,77644.0,1198569.0
2337,2787,3,7,4400,2,8,2,1,1,2,2.0,2,2,734.43,32,1,0.0,149879.0,22103.0,8991.0,133464.0,0.0,47235.0,15080.0,48415.0,65963.0
2338,2788,4,9,10001,4,5,8,1,1,1,2.0,2,2,622.11,40,1,0.0,91337.0,65603.0,0.0,484165.0,0.0,130089.0,82539.0,298703.0,209287.0
2339,2789,2,3,110000,7,5,26,1,1,2,2.0,2,2,229.35,15,1,734948.0,1014856.0,3004187.0,0.0,5478031.0,0.0,192516.0,163429.0,271266.0,1493528.0
2340,2791,4,9,14250,4,3,13,1,1,2,2.0,2,2,950.84,62,1,23973.0,44311.0,112398.0,0.0,120004.0,0.0,0.0,0.0,3070.0,80702.0
2341,2792,3,5,1150,2,4,13,1,2,2,2.0,2,2,2314.83,25,2,3270.0,4790.0,0.0,23.0,827.0,0.0,5124.0,0.0,0.0,2730.0
2342,2795,3,5,5900,3,2,25,1,2,2,2.0,2,2,2544.74,27,2,0.0,37700.0,6488.0,0.0,27053.0,0.0,16858.0,657.0,0.0,22428.0
2343,2796,3,7,81000,6,6,23,1,1,2,,2,2,69.29,36,2,402269.0,2561141.0,1114743.0,591960.0,3455471.0,0.0,562813.0,93652.0,133352.0,1171050.0
2344,2797,3,7,34500,5,6,2,1,1,2,2.0,2,2,564.97,33,2,0.0,279080.0,101283.0,15683.0,1185086.0,0.0,43817.0,38680.0,128211.0,159926.0
2345,2798,3,7,54000,6,7,25,1,2,2,2.0,2,2,72.27,49,1,134150.0,1386156.0,343276.0,32246.0,2236042.0,0.0,85673.0,22199.0,7318.0,347734.0
2346,2802,3,7,36000,5,7,2,1,2,1,2.0,2,2,706.45,34,1,57585.0,804217.0,217186.0,6779.0,130501.0,0.0,35134.0,29407.0,54173.0,200715.0
2347,2803,1,2,18000,4,2,2,1,1,2,2.0,2,2,869.22,9,2,0.0,60902.0,72417.0,0.0,182725.0,0.0,111888.0,21894.0,49366.0,195808.0
2348,2804,3,5,4350,2,5,23,1,1,2,,2,2,2546.83,24,2,0.0,20808.0,8533.0,28301.0,82601.0,0.0,13454.0,2239.0,3188.0,24187.0
2349,2805,3,5,13250,4,5,13,1,1,2,2.0,2,2,419.28,22,2,0.0,228859.0,502737.0,0.0,240963.0,0.0,0.0,27052.0,97926.0,225376.0
2350,2806,4,9,18250,4,5,13,1,1,2,2.0,2,2,406.42,43,1,0.0,19897.0,71273.0,8496.0,59583.0,0.0,95010.0,566.0,236.0,80329.0
2351,2807,3,7,81000,6,2,14,1,1,2,2.0,2,2,228.05,34,2,0.0,1488151.0,1353749.0,0.0,979914.0,31018.0,162158.0,15449.0,71952.0,322803.0
2352,2808,2,3,14000,4,5,25,1,1,2,2.0,2,2,2724.37,12,1,17946.0,17474.0,43218.0,4724.0,92195.0,0.0,52582.0,1258.0,5104.0,55332.0
2353,2809,4,8,450000,8,6,16,1,1,1,2.0,2,2,11.26,37,2,842776.0,2575279.0,8867470.0,0.0,14219976.0,484313.0,569095.0,269435.0,939145.0,4618276.0
2354,2810,4,8,8200,3,2,13,1,1,2,2.0,2,2,869.22,37,1,0.0,36826.0,68736.0,827.0,52470.0,0.0,59420.0,0.0,1021.0,56432.0
2355,2811,1,2,20000,4,6,12,1,2,2,2.0,2,2,869.22,10,1,69348.0,18194.0,10037.0,1523.0,39909.0,0.0,0.0,0.0,0.0,88785.0
2356,2812,3,5,18250,4,3,14,1,1,2,2.0,2,2,419.28,25,1,32742.0,192832.0,59411.0,55183.0,176149.0,10643.0,54877.0,15937.0,49680.0,31337.0
2357,2813,4,9,2850,2,5,14,1,2,2,2.0,2,2,1926.09,41,1,1133.0,18596.0,7286.0,0.0,32421.0,0.0,0.0,0.0,8866.0,6295.0
2358,2814,4,9,235000,8,6,23,1,2,2,,2,2,76.07,43,2,5896546.0,2593956.0,2322883.0,0.0,7945326.0,0.0,1294102.0,215339.0,306623.0,2382358.0
2359,2815,3,5,38500,5,4,1,1,2,2,2.0,2,2,74.62,28,1,0.0,0.0,,0.0,3476.0,0.0,0.0,0.0,0.0,13707.0
2360,2816,2,3,10000,3,5,15,1,1,2,2.0,2,2,510.58,50,2,22432.0,28278.0,59191.0,0.0,276040.0,0.0,229199.0,3924.0,13595.0,47868.0
2361,2818,3,7,10000,3,6,2,1,2,2,2.0,2,2,1945.16,34,2,43579.0,163381.0,20506.0,16709.0,285095.0,0.0,105942.0,11821.0,109597.0,67249.0
2362,2820,4,9,188000,7,8,25,1,2,2,1.0,2,2,79.13,43,2,0.0,917426.0,1196123.0,0.0,3548208.0,0.0,722491.0,50142.0,5506.0,765700.0
2363,2821,4,8,9600,3,1,18,1,1,2,2.0,2,2,456.4,37,1,0.0,14736.0,5786.0,0.0,458495.0,0.0,37466.0,10922.0,8001.0,57266.0
2364,2822,2,3,18500,4,1,7,1,1,2,2.0,2,2,402.35,12,2,0.0,10567.0,28513.0,0.0,91071.0,988.0,11099.0,1089.0,1126.0,23780.0
2365,2824,2,4,50000,5,5,18,1,1,2,2.0,2,2,317.92,18,2,244289.0,153796.0,44613.0,0.0,1867418.0,76871.0,121595.0,8381.0,91628.0,363002.0
2366,2826,4,9,1500,2,2,12,1,2,2,2.0,2,2,2996.93,62,2,274.0,6758.0,531.0,589.0,8292.0,0.0,0.0,747.0,502.0,4294.0
2367,2827,2,3,600000,9,7,13,1,1,1,2.0,1,2,100.3,12,1,0.0,0.0,18057284.0,0.0,3292641.0,93393.0,691367.0,29063.0,102801.0,3371492.0
2368,2829,3,7,126000,7,7,5,1,2,2,2.0,2,2,155.65,34,1,0.0,25260.0,199131.0,1430.0,338375.0,0.0,53733.0,1620.0,2257.0,253061.0
2369,2831,2,4,31500,5,5,6,1,1,2,2.0,2,2,363.08,17,1,0.0,213871.0,697519.0,0.0,1318254.0,0.0,5130695.0,72947.0,56664.0,329013.0
2370,2832,3,5,67000,6,7,5,1,2,2,2.0,2,2,406.98,21,2,0.0,0.0,,0.0,96242.0,0.0,0.0,0.0,0.0,123119.0
2371,2833,3,5,122000,7,6,23,1,1,2,,2,2,343.4,24,1,0.0,2807773.0,1730122.0,0.0,6203008.0,0.0,1010320.0,168117.0,239384.0,1933636.0
2372,2834,4,9,62000,6,3,23,1,1,2,,2,2,128.47,62,2,39003.0,716133.0,669684.0,0.0,2401017.0,44208.0,391068.0,65074.0,92659.0,713551.0
2373,2835,3,5,42000,5,7,18,1,2,2,1.0,2,2,313.39,25,1,76999.0,393017.0,44821.0,0.0,1208176.0,0.0,544632.0,25291.0,37291.0,287528.0
2374,2836,1,2,1400000,10,5,16,1,1,1,2.0,2,2,12.07,8,2,0.0,5201838.0,11337124.0,0.0,24725016.0,0.0,79348.0,116736.0,484779.0,6397527.0
2375,2837,2,3,1500,2,3,91,1,1,2,2.0,2,2,2724.37,60,2,0.0,0.0,1667.0,0.0,18694.0,0.0,0.0,10.0,895.0,8360.0
2376,2838,3,7,70000,6,6,14,1,1,2,2.0,2,2,246.38,32,1,75171.0,477787.0,496657.0,0.0,318733.0,0.0,102037.0,9141.0,112775.0,59598.0
2377,2839,3,5,90000,6,7,23,1,2,2,,2,2,190.78,52,1,0.0,3352983.0,1026907.0,1090634.0,3183199.0,0.0,518466.0,86273.0,122845.0,1172351.0
2378,2840,3,7,160000,7,4,1,1,1,2,2.0,2,2,111.95,33,1,0.0,0.0,215.0,0.0,1217.0,0.0,0.0,0.0,0.0,4798.0
2379,2841,4,9,50000,5,8,1,2,2,2,2.0,2,2,261.18,42,1,,,,,,,,,,
2380,2842,2,4,9100,3,3,25,1,2,1,2.0,2,2,776.54,17,2,5831.0,2063.0,4064.0,0.0,35630.0,0.0,5566.0,112.0,1126.0,11420.0
2381,2843,3,5,4800,2,8,5,1,2,2,2.0,2,2,2544.74,26,1,712.0,15431.0,316.0,0.0,30057.0,0.0,0.0,0.0,0.0,3740.0
2382,2844,3,6,2000,2,6,25,1,2,2,2.0,2,2,2546.83,29,1,14843.0,9634.0,2301.0,0.0,37621.0,0.0,19240.0,66.0,1832.0,8677.0
2383,2845,3,7,9500,3,8,5,1,2,2,2.0,2,2,3065.81,34,1,0.0,0.0,,0.0,29288.0,0.0,0.0,0.0,0.0,37467.0
2384,2847,2,4,5100,3,2,12,1,2,2,1.0,2,2,776.54,17,1,0.0,2217.0,639.0,0.0,6350.0,0.0,4264.0,0.0,65.0,10076.0
2385,2848,2,3,57000,6,3,13,1,1,2,2.0,2,2,184.27,64,1,0.0,0.0,246620.0,0.0,85340.0,0.0,10893.0,24.0,445.0,95878.0
2386,2849,3,6,3350,2,7,5,2,2,2,2.0,2,2,3191.73,31,2,,,,,,,,,,
2387,2850,3,6,31000,5,7,8,1,1,2,2.0,2,2,121.02,31,1,0.0,380683.0,277811.0,10780.0,887625.0,0.0,166598.0,28133.0,45472.0,658940.0
2388,2851,3,5,124000,7,7,25,1,1,2,2.0,2,2,80.51,21,2,0.0,653140.0,717379.0,12863.0,4279170.0,84573.0,243138.0,20586.0,18788.0,618031.0
2389,2852,1,1,700000,9,6,24,1,1,2,,2,2,106.5,3,2,13073203.0,1276661.0,3512277.0,2058061.0,12189025.0,221195.0,1956726.0,325599.0,463625.0,3353076.0
2390,2854,4,9,9400,3,3,2,1,2,2,2.0,2,2,1872.17,62,2,0.0,0.0,,0.0,71962.0,0.0,48793.0,3553.0,2797.0,29114.0
2391,2855,3,7,12250,4,7,23,1,2,2,,2,2,121.02,35,1,0.0,349252.0,103965.0,157738.0,460385.0,16953.0,74986.0,12478.0,17767.0,156779.0
2392,2856,3,6,45000,5,3,12,1,1,2,2.0,2,2,208.9,29,2,35097.0,126388.0,136018.0,8404.0,123474.0,0.0,55166.0,4731.0,3907.0,297634.0
2393,2858,3,6,2850,2,8,15,1,1,2,2.0,2,2,1446.07,30,2,0.0,186429.0,137983.0,0.0,225230.0,0.0,777581.0,23085.0,9003.0,84852.0
2394,2859,1,2,1100,2,6,15,1,1,2,2.0,2,2,1711.45,6,1,50006.0,35013.0,15041.0,0.0,54238.0,0.0,597825.0,6469.0,5933.0,21582.0
2395,2860,3,7,1550,2,7,2,1,2,2,2.0,2,2,1945.16,35,1,5750.0,60705.0,4279.0,0.0,25928.0,0.0,0.0,17633.0,13489.0,15203.0
2396,2861,2,3,5500,3,6,12,1,1,2,2.0,2,2,780.38,13,2,0.0,6904.0,1697.0,111.0,8411.0,0.0,53445.0,4255.0,1328.0,34045.0
2397,2862,3,7,15250,4,7,23,1,2,2,,2,2,807.37,35,1,52228.0,355571.0,108914.0,165247.0,482301.0,17760.0,78555.0,13072.0,18613.0,163271.0
2398,2863,3,5,400000,8,6,5,1,1,1,1.0,2,2,112.82,21,2,241953.0,94820.0,129243.0,7154.0,1592085.0,0.0,0.0,5200.0,3972.0,164394.0
2399,2864,3,5,11000,4,7,23,1,1,1,,2,2,528.67,21,1,410083.0,169552.0,129514.0,109675.0,640210.0,0.0,0.0,17351.0,24707.0,188247.0
2400,2865,3,5,39500,5,3,18,1,2,2,2.0,1,2,1120.39,24,2,121835.0,179645.0,0.0,0.0,1012286.0,0.0,388735.0,0.0,476507.0,178887.0
2401,2866,3,6,18500,4,6,2,1,2,2,2.0,2,2,343.4,30,1,950854.0,706205.0,240402.0,7573.0,1448532.0,0.0,277070.0,361.0,25955.0,542279.0
2402,2869,2,3,6000,3,6,6,1,1,2,2.0,2,2,2459.66,54,2,0.0,10343.0,21240.0,0.0,241543.0,0.0,864463.0,12083.0,3474.0,44876.0
2403,2870,2,3,146000,7,4,23,1,1,2,,2,2,220.48,50,2,0.0,473359.0,699298.0,0.0,2391921.0,0.0,389586.0,64827.0,92308.0,688241.0
2404,2871,3,5,34500,5,6,23,1,2,2,,2,2,110.61,28,1,73757.0,998102.0,400776.0,425647.0,1242322.0,45747.0,202344.0,33670.0,47943.0,428300.0
2405,2872,3,7,275000,8,2,7,1,1,2,2.0,2,2,5.49,33,2,0.0,1367570.0,1702465.0,528646.0,859887.0,0.0,37448.0,24368.0,87583.0,1321502.0
2406,2873,4,8,4300,2,5,5,1,2,2,2.0,2,2,2463.5,39,1,33129.0,0.0,0.0,1312.0,28517.0,0.0,40134.0,0.0,0.0,25803.0
2407,2874,3,6,700000,9,4,16,1,1,1,2.0,2,2,7.68,30,1,0.0,13264017.0,21754374.0,0.0,26288575.0,0.0,3823380.0,674706.0,9960337.0,12679077.0
2408,2875,4,9,11250,4,7,14,1,2,2,2.0,2,2,541.59,41,2,6686.0,180115.0,36242.0,75295.0,107886.0,0.0,13012.0,16943.0,28217.0,52751.0
2409,2876,4,9,3850,2,3,7,1,2,2,2.0,2,2,403.22,43,2,44286.0,740.0,8024.0,12557.0,17270.0,0.0,23826.0,4.0,429.0,21248.0
2410,2877,4,8,42500,5,5,6,1,1,2,2.0,2,2,180.16,37,2,0.0,141691.0,575542.0,0.0,2336232.0,210395.0,3339902.0,56437.0,78603.0,387825.0
2411,2878,3,7,29000,5,3,14,1,1,2,2.0,2,2,331.3,33,2,0.0,289629.0,415153.0,0.0,210563.0,7809.0,63347.0,11971.0,121229.0,68896.0
2412,2880,3,5,124000,7,6,2,1,2,2,1.0,2,2,80.65,24,2,396024.0,672987.0,298560.0,113434.0,2445199.0,0.0,132801.0,111579.0,298701.0,522645.0
2413,2881,3,6,26000,5,4,1,2,2,2,2.0,2,2,1304.04,31,2,,,,,,,,,,
2414,2882,4,8,205000,8,4,2,1,1,1,2.0,2,2,14.75,37,1,0.0,623885.0,1397061.0,0.0,2892712.0,0.0,106269.0,214145.0,486145.0,1441592.0
2415,2883,2,4,7500,3,6,8,1,1,2,2.0,2,2,1536.54,18,2,0.0,6132.0,4452.0,0.0,33452.0,0.0,18412.0,16.0,955.0,26657.0
2416,2884,3,5,1500,2,2,12,1,2,2,2.0,2,2,2314.83,25,2,5449.0,11229.0,240.0,0.0,6919.0,0.0,0.0,0.0,0.0,12630.0
2417,2885,3,5,100000,6,5,5,1,1,2,2.0,2,2,76.39,21,2,1197949.0,104656.0,679318.0,119079.0,5475282.0,0.0,142060.0,66530.0,119528.0,530995.0
2418,2886,1,2,10001,4,1,12,1,1,2,2.0,2,2,2463.5,7,2,0.0,0.0,1299.0,0.0,4037.0,0.0,2728.0,0.0,0.0,12637.0
2419,2887,4,9,1000000,9,4,7,1,1,1,2.0,2,2,22.47,83,2,0.0,0.0,21040449.0,0.0,27594787.0,541341.0,2221656.0,217447.0,3341936.0,13028273.0
2420,2888,4,8,1500,2,5,15,1,1,2,2.0,2,2,1711.45,37,1,38567.0,6727.0,13222.0,0.0,87825.0,0.0,147722.0,666.0,0.0,12726.0
2421,2889,1,2,1400000,10,6,2,1,2,2,2.0,2,2,36.09,72,2,9048258.0,10219926.0,9614025.0,2245824.0,33475180.0,0.0,29745.0,1968107.0,17623508.0,14179315.0
2422,2891,3,6,465000,8,6,16,1,1,1,2.0,2,2,12.79,29,2,1347062.0,8887686.0,11293838.0,4601827.0,18916916.0,325551.0,594965.0,756791.0,1815387.0,6653583.0
2423,2892,1,2,3000,2,8,8,1,1,2,2.0,2,2,165.84,8,1,27301.0,10576.0,2893.0,0.0,63039.0,0.0,25773.0,5882.0,19808.0,37314.0
2424,2893,4,8,2100,2,5,26,1,2,2,2.0,2,2,869.22,39,2,0.0,0.0,,0.0,580.0,0.0,0.0,0.0,0.0,2368.0
2425,2894,4,8,140000,7,6,23,1,1,1,,2,2,80.53,38,1,0.0,1858880.0,2608389.0,0.0,8820503.0,0.0,1436647.0,239058.0,340398.0,2548644.0
2426,2895,4,9,40000,5,7,14,1,1,2,2.0,2,2,360.63,43,1,132811.0,206678.0,607641.0,0.0,560087.0,22581.0,53123.0,5671.0,80140.0,66489.0
2427,2896,1,2,22000,4,4,13,1,1,2,2.0,2,2,781.6,7,2,0.0,54552.0,337902.0,0.0,126294.0,0.0,43990.0,2060.0,2550.0,89670.0
2428,2897,4,9,74000,6,6,2,1,1,2,2.0,2,2,39.09,55,1,348209.0,155306.0,288874.0,72627.0,1172754.0,0.0,241834.0,72294.0,299736.0,436908.0
2429,2898,2,3,260000,8,7,26,1,1,2,2.0,2,2,199.06,64,2,0.0,27703.0,504734.0,0.0,6120532.0,0.0,8378.0,1981.0,3967.0,336385.0
2430,2899,1,2,1000000,9,6,16,1,1,1,2.0,1,2,3.55,114,2,0.0,0.0,33402440.0,0.0,53181189.0,0.0,5800418.0,4207230.0,2800614.0,17550011.0
2431,2900,4,9,2800,2,3,8,1,1,2,2.0,2,2,622.11,62,2,4395.0,88922.0,15657.0,0.0,91984.0,0.0,0.0,19650.0,15094.0,120778.0
2432,2901,2,3,8400,3,5,1,1,2,2,2.0,2,2,352.05,13,1,0.0,0.0,,0.0,51308.0,0.0,0.0,0.0,0.0,53871.0
2433,2902,1,2,76000,6,3,14,1,1,1,2.0,2,2,360.63,5,1,0.0,32060.0,297966.0,0.0,321974.0,0.0,23103.0,5917.0,23465.0,31395.0
2434,2903,3,5,6800,3,7,14,1,1,2,2.0,2,2,460.92,27,1,0.0,300663.0,0.0,92389.0,77977.0,2490.0,68907.0,0.0,5981.0,14662.0
2435,2906,2,4,1150,2,4,2,1,1,2,2.0,2,2,2447.55,18,1,0.0,2430.0,914.0,273.0,16869.0,0.0,7469.0,1614.0,3200.0,2726.0
2436,2907,3,7,15000,4,8,25,1,1,2,2.0,2,2,734.43,33,2,0.0,304256.0,193197.0,0.0,734500.0,0.0,181981.0,38129.0,20100.0,205176.0
2437,2909,2,4,33500,5,7,17,1,1,1,2.0,2,2,214.9,18,1,0.0,175404.0,1436006.0,0.0,1057763.0,29803.0,218413.0,26510.0,64190.0,556532.0
2438,2910,3,5,83000,6,6,23,1,2,1,,2,2,109.49,28,1,125978.0,2048886.0,741013.0,786998.0,2296986.0,0.0,374124.0,62254.0,88645.0,811063.0
2439,2913,3,5,23500,4,3,14,1,2,2,2.0,2,2,419.28,25,1,37394.0,192283.0,100656.0,67766.0,197810.0,0.0,0.0,14678.0,33512.0,37165.0
2440,2914,3,7,4400,2,6,14,1,1,2,2.0,2,2,1945.16,49,1,0.0,120158.0,29473.0,0.0,76041.0,4490.0,48018.0,8435.0,7552.0,13222.0
2441,2915,3,5,3300,2,6,8,1,2,2,2.0,2,2,734.43,22,1,25609.0,22840.0,5200.0,1614.0,55624.0,0.0,12994.0,11391.0,13310.0,41389.0
2442,2916,2,3,7000,3,4,12,1,1,2,2.0,2,2,353.63,13,1,8741.0,12622.0,7781.0,3784.0,26140.0,0.0,30223.0,2159.0,2620.0,49006.0
2443,2917,1,2,20000,4,7,25,1,2,2,2.0,2,2,781.6,7,2,154672.0,19004.0,80596.0,6815.0,252803.0,0.0,42790.0,12743.0,12711.0,96486.0
2444,2918,1,2,270000,8,5,16,1,1,1,2.0,1,2,5.32,113,2,0.0,1588028.0,8890286.0,0.0,16774508.0,123008.0,890480.0,331498.0,1590192.0,3512706.0
2445,2919,1,2,72000,6,7,23,1,1,2,,2,2,406.42,8,1,1211968.0,410196.0,471570.0,279535.0,1631743.0,0.0,265772.0,44224.0,62972.0,477729.0
2446,2920,3,5,2400,2,6,2,1,2,2,2.0,2,2,734.43,24,1,2727.0,8749.0,525.0,335.0,6451.0,0.0,6854.0,1801.0,1571.0,5221.0
2447,2922,4,9,1600,2,3,8,1,2,2,2.0,2,2,2226.17,43,2,10770.0,2196.0,0.0,188.0,33714.0,0.0,5055.0,1011.0,890.0,7806.0
2448,2923,3,7,24000,4,7,23,1,1,2,,2,2,154.04,49,1,124692.0,704008.0,394063.0,418517.0,1221514.0,0.0,198955.0,33106.0,47140.0,395006.0
2449,2924,4,9,1600000,10,5,2,1,1,1,2.0,2,2,33.5,42,2,0.0,2502886.0,8038535.0,540420.0,22934614.0,0.0,403047.0,827378.0,3993354.0,4959080.0
2450,2926,1,2,100000,6,7,2,1,1,1,2.0,2,2,243.77,5,1,0.0,585370.0,835639.0,0.0,3844569.0,0.0,0.0,99300.0,157579.0,969773.0
2451,2927,3,5,245000,8,6,16,1,1,1,2.0,2,2,11.84,26,1,0.0,25877317.0,15068193.0,0.0,15030494.0,0.0,1179078.0,425835.0,2620839.0,8632807.0
2452,2928,3,5,1600,2,4,2,1,2,2,2.0,2,2,2314.83,25,2,16250.0,14248.0,2320.0,333.0,16476.0,0.0,0.0,4400.0,3620.0,6923.0
2453,2929,4,8,30000,5,6,2,1,1,2,2.0,2,2,330.24,37,2,23509.0,24716.0,53298.0,1348.0,288743.0,0.0,36828.0,46163.0,17596.0,70131.0
2454,2930,3,7,17500,4,6,23,1,1,2,,2,2,807.37,35,1,78223.0,534024.0,166345.0,0.0,736623.0,0.0,119978.0,19964.0,28428.0,248514.0
2455,2931,4,9,12000,4,6,23,1,2,2,,2,2,607.91,44,2,0.0,173265.0,47428.0,0.0,242921.0,0.0,39566.0,6584.0,9375.0,81687.0
2456,2933,3,7,2000,2,7,15,1,1,2,2.0,2,2,1446.07,32,1,114100.0,82987.0,26106.0,0.0,39350.0,50598.0,641750.0,5420.0,2652.0,32763.0
2457,2934,3,7,104000,7,7,2,1,2,2,2.0,2,2,74.65,57,1,485787.0,2199807.0,569374.0,201273.0,3459019.0,0.0,184555.0,149699.0,1284436.0,761470.0
2458,2935,4,9,12500,4,2,13,1,1,2,2.0,2,2,456.4,62,1,0.0,196783.0,137995.0,0.0,109095.0,0.0,15527.0,5610.0,16912.0,89915.0
2459,2936,3,6,130000,7,7,13,1,1,2,2.0,1,2,335.56,29,1,0.0,0.0,10186819.0,0.0,2374890.0,0.0,75136.0,53605.0,253383.0,2262541.0
2460,2937,2,4,25000,4,5,18,1,1,2,2.0,2,2,402.35,17,2,233611.0,23754.0,14676.0,87257.0,151932.0,0.0,6484.0,40.0,2483.0,51615.0
2461,2938,3,5,200000,7,4,2,1,2,1,2.0,2,2,76.17,52,1,0.0,8196112.0,4694350.0,418923.0,15912272.0,0.0,340589.0,616404.0,1918218.0,2933781.0
2462,2939,1,2,44000,5,3,2,1,1,2,2.0,2,2,406.42,5,1,0.0,319449.0,860991.0,0.0,1453165.0,0.0,189296.0,41681.0,327840.0,558779.0
2463,2940,3,5,1550,2,6,5,1,2,2,2.0,2,2,3503.79,26,2,0.0,0.0,,0.0,11938.0,0.0,0.0,0.0,0.0,1174.0
2464,2942,3,5,8100,3,7,12,1,1,2,2.0,2,2,2314.83,25,2,0.0,29378.0,978.0,1270.0,12252.0,0.0,0.0,0.0,147.0,44971.0
2465,2943,1,2,120000,7,4,2,1,1,1,2.0,2,2,113.58,5,1,0.0,106663.0,193049.0,19777.0,452820.0,0.0,22232.0,37768.0,792050.0,221728.0
2466,2944,2,4,13000,4,3,2,1,1,2,2.0,2,2,364.88,17,2,0.0,73383.0,64353.0,0.0,465603.0,0.0,66133.0,238212.0,79426.0,136431.0
2467,2945,3,7,50000,5,3,14,1,1,2,2.0,2,2,419.28,33,1,31828.0,187531.0,121566.0,4059.0,295497.0,3539.0,13320.0,0.0,6656.0,20840.0
2468,2946,1,2,2500,2,4,5,1,1,2,2.0,2,2,869.22,4,2,0.0,5012.0,8942.0,0.0,79254.0,0.0,130499.0,13744.0,21478.0,16259.0
2469,2947,3,5,13500,4,7,14,1,1,2,2.0,2,2,734.43,24,1,0.0,106326.0,39043.0,0.0,57008.0,3406.0,23743.0,4119.0,4406.0,20059.0
2470,2948,1,2,74000,6,6,5,1,1,1,2.0,2,2,673.5,8,2,0.0,72344.0,255932.0,100080.0,1618364.0,0.0,126570.0,35626.0,86644.0,200052.0
2471,2949,4,9,325000,8,4,16,1,1,1,2.0,2,2,11.26,43,1,0.0,2407486.0,8613194.0,0.0,16559479.0,470425.0,1312083.0,268247.0,609548.0,4507199.0
2472,2950,3,5,130000,7,3,2,1,1,2,2.0,1,2,120.6,22,2,264847.0,763740.0,1063670.0,0.0,6237795.0,0.0,142472.0,355687.0,1122736.0,1051651.0
2473,2951,1,2,6900,3,5,12,1,1,2,2.0,2,2,869.22,4,2,6900.0,5053.0,1504.0,0.0,12565.0,0.0,0.0,0.0,0.0,48007.0
2474,2952,4,9,60000,6,5,2,1,1,2,2.0,2,2,242.54,47,1,0.0,195862.0,221223.0,0.0,934709.0,0.0,183433.0,89741.0,170412.0,291093.0
2475,2953,1,2,3000,2,1,11,1,2,1,1.0,2,2,2226.17,4,1,0.0,0.0,110.0,0.0,433.0,0.0,358309.0,1.0,53.0,1404.0
2476,2954,2,3,83000,6,5,16,1,1,1,2.0,2,2,56.19,13,1,378124.0,652115.0,2702323.0,0.0,3595594.0,56085.0,459393.0,128903.0,177899.0,1079785.0
2477,2955,1,2,6400,3,7,7,1,1,2,2.0,2,2,456.4,4,2,0.0,11016.0,22965.0,0.0,135176.0,0.0,12209.0,4842.0,4736.0,36200.0
2478,2956,3,7,10750,4,5,14,1,2,2,2.0,2,2,460.92,35,1,5429.0,61602.0,14984.0,1404.0,80296.0,0.0,0.0,1975.0,434.0,4403.0
2479,2957,3,7,2150,2,7,6,1,2,2,1.0,2,2,2544.74,35,1,3575.0,55922.0,9845.0,0.0,45778.0,0.0,441171.0,1241.0,2479.0,16413.0
2480,2958,3,5,1200,2,2,15,1,2,2,2.0,2,2,2544.74,27,2,2338.0,10167.0,3916.0,28651.0,33715.0,11642.0,41016.0,232.0,0.0,3769.0
2481,2959,3,5,9600,3,4,6,1,2,2,2.0,2,2,734.43,25,1,50985.0,79807.0,28816.0,9412.0,276031.0,0.0,1317278.0,24013.0,12626.0,82059.0
2482,2960,4,9,1500,2,4,13,2,2,2,2.0,2,2,2996.93,62,1,,,,,,,,,,
2483,2962,3,5,7000,3,2,12,1,1,2,2.0,2,2,2546.83,24,2,16353.0,25110.0,1907.0,0.0,27435.0,0.0,96127.0,737.0,327.0,51955.0
2484,2963,2,3,22000,4,2,11,1,1,2,1.0,2,2,220.48,13,2,0.0,2330.0,9626.0,1011.0,51791.0,0.0,1552344.0,2306.0,1569.0,43953.0
